w_rf,w_xgb,w_mlp,median_rho,mean_rho,rho_gt_05,mae,r2
0.55,0.2,0.25,0.8647058823529412,0.8260215054000989,32,2.391866913123845,0.5815380779931099
0.55,0.25,0.2,0.8714285714285712,0.8272990690571407,32,2.402957486136784,0.5831577406046777
0.55,0.3,0.15,0.8647058823529412,0.8244332263637881,32,2.4048059149722736,0.5795503102425493
0.55,0.35,0.1,0.8637770897832818,0.8222298186849271,32,2.421441774491682,0.5747649434356443
0.55,0.4,0.05,0.8637770897832818,0.8219684274151325,32,2.4269870609981514,0.5730716597962779
0.6,0.05,0.35,0.8676470588235294,0.826679712002578,32,2.391866913123845,0.5844829191050513
0.6,0.1,0.3,0.8647058823529412,0.826154740880526,32,2.3937153419593344,0.5817589410765054
0.6,0.15,0.25,0.8647058823529412,0.8241746422529261,32,2.4048059149722736,0.5780778896865786
0.6,0.2,0.2,0.8714285714285712,0.8252206587456478,32,2.397412199630314,0.5802865205205348
0.6,0.25,0.15,0.8647058823529412,0.8238811593831497,32,2.3992606284658042,0.5788877209923624
0.6,0.3,0.1,0.8637770897832818,0.8236835993138515,32,2.4158964879852127,0.5761637429638166
0.6,0.35,0.05,0.8617647058823529,0.8219794844695331,32,2.4269870609981514,0.5720409654070984
0.65,0.05,0.3,0.8647058823529412,0.8241469712655028,32,2.4085027726432533,0.5782251317421756
0.65,0.1,0.25,0.8647058823529412,0.8238854982552463,32,2.391866913123845,0.5794766892147508
0.65,0.15,0.2,0.8647058823529412,0.8244857817989175,32,2.397412199630314,0.5786668579089669
0.65,0.2,0.15,0.8647058823529412,0.8249968857620339,32,2.402957486136784,0.5790349630479595
0.65,0.25,0.1,0.8617647058823529,0.822848423138118,32,2.4158964879852127,0.5739551121298605
0.65,0.3,0.05,0.8617647058823529,0.822559441148561,32,2.425138632162662,0.5718201023237028
0.7,0.05,0.25,0.8647058823529412,0.822681591591366,32,2.406654343807763,0.5759428798804209
0.7,0.1,0.2,0.8637770897832818,0.8233304775719635,32,2.4048059149722736,0.5764582270750107
0.7,0.15,0.15,0.8614035087719297,0.823388242304651,32,2.4085027726432533,0.5752802906302341
0.7,0.2,0.1,0.8614035087719297,0.8224330586117405,32,2.4158964879852127,0.5736606280186662
0.7,0.25,0.05,0.8614035087719297,0.8231721264140548,32,2.432532347504621,0.5715256182125087
0.75,0.05,0.2,0.8614035087719297,0.822264324205943,32,2.410351201478743,0.5759428798804209
0.75,0.1,0.15,0.8614035087719297,0.822968074237424,32,2.402957486136784,0.5756483957692269
0.75,0.15,0.1,0.8614035087719297,0.8193495476954122,32,2.4269870609981514,0.5707157869067248
0.75,0.2,0.05,0.8607142857142854,0.8225760985292166,32,2.4288354898336415,0.5707894079345233
0.8,0.05,0.15,0.8614035087719297,0.818846180356574,32,2.432532347504621,0.5703476817677321
0.8,0.1,0.1,0.8607142857142854,0.8224929559604482,32,2.436229205175601,0.5690225032673584
0.8,0.15,0.05,0.8555211558307534,0.8223322763039704,32,2.4288354898336415,0.570200439712135
0.85,0.05,0.1,0.8596491228070176,0.821274922188235,32,2.430683918669131,0.5688016401839628
0.85,0.1,0.05,0.8555211558307534,0.8219114992334807,32,2.4269870609981514,0.5686543981283657
0.9,0.05,0.05,0.8513931888544891,0.8207691144179423,32,2.436229205175601,0.5665193883222082
